project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl,trl_delta,target_label,split
13763,"Coiled Brine Recovery Assembly, Year 1",Center Innovation Fund: JSC CIF,TX06.1.2 Water Recovery and Management,"The Coiled Brine Recovery Assembly (CoBRA) project will result in a proof-of-concept demonstration for a lightweight, compact, affordable, regenerable and disposable solution to brine water recovery. The heart of CoBRA is an evaporator that produces water vapor from brine. This evaporator leverages a novel design th...","After the Coiled Brine Recovery Assembly (CoBRA} undergoes necessary further development, the technology could be integrated into the International Space Station (ISS) life support system as a brine processor. This ha...",1,3,2,Low,train
117466,"Coiled Brine Recovery Assembly, Year 2",Center Innovation Fund: JSC CIF,TX06.1.2 Water Recovery and Management,"The Coiled Brine Recovery Assembly (CoBRA) project will result in a proof-of-concept demonstration for a lightweight, compact, affordable, regenerable and disposable solution to brine water recovery. The heart of CoBRA is an evaporator that produces water vapor from brine. This evaporator leverages a novel design th...","After the Coiled Brine Recovery Assembly (CoBRA} undergoes necessary further development, the technology could be integrated into the International Space Station (ISS) life support system as a brine processor. This ha...",4,5,1,Mid,valid
158148,Cold Ablation Drilling: Non-Contact Planetary Sampling Technology,Small Business Innovation Research/Small Business Tech Transfer,TX04.3.4 Sample Acquisition and Handling,"AstroForge proposes the Cold Ablation Drilling and Sampling (CADS) system, a novel, non-contact method for acquiring and analyzing samples from planetary bodies, moons, and asteroids. Leveraging ultrafast high peak power lasers, CADS performs precision drilling into regolith and other materials, converting them into...","AstroForge's Cold Ablation Drilling and Sampling (CADS) system directly supports NASA's mission directives by providing a novel, non-contact method for efficient and precise sampling on planetary bodies, moons, and as...",2,4,2,Mid,train
96810,Cold Atom Lab,Physical Sciences Research Program,TX08.X Other Sensors and Instruments,"The Cold Atom Laboratory (CAL) launched in 2018 produce clouds of ultra-cold atoms called Bose-Einstein Condensates (BEC's), a bizarre state of matter in which atoms behave less like particles and more like waves. On the International Space Station, free from the pull of gravity, scientists are able to observe BEC's...","The space technology being advanced by CAL is foundational for many other research and technology areas. The technology developed and verified by CAL could contribute to improved technologies for atomic clocks, which ...",4,9,5,High,test
102583,Cold Atom Laser Module (CALM),Small Business Innovation Research/Small Business Tech Transfer,TX05.4.1 Timekeeping and Time Distribution,"Atom-optical inertial sensors and atomic clocks have demonstrated superior performance owing to the intrinsic stability of atomic systems. Central to making cold-atom sensors practical is their ability to reliably operate for extended periods without user intervention. The current generation of laser diodes, which a...",Atom Interferometer Gravity Gradiometers (AIGGs) Optical atomic clocks Deep space navigation w/o GPS Deep space data links LIDAR Gravitational wave detection with single baseline interferometers Secure data routing Hi...,5,7,2,High,train
101846,Cold Atom Laser Module (CALM),Small Business Innovation Research/Small Business Tech Transfer,TX05.4.1 Timekeeping and Time Distribution,"Precision Navigation and Timing (PNT) is a critical resource for government and commercial aerospace. Given the high launch cost and shift toward smaller payloads, reducing the size, weight, and power (SWaP) of space-based navigation systems is a critical need. Atom-interferometric inertial sensors have demonstrated...",Frequency stabilized lasers are at the heart of atomic sensors and their robust operation will be required for any future NASA mission that relies upon an atomic sensor. Atom interferometric sensors can be configured ...,4,7,3,High,train
93411,Cold Atom Laser Module (CALM),Small Business Innovation Research/Small Business Tech Transfer,TX05.4.1 Timekeeping and Time Distribution,"Precision Navigation and Timing (PNT) is a critical resource for government and commercial aerospace. Given the high launch cost and shift toward smaller payloads, reducing the size, weight, and power (SWaP) of space-based navigation systems is a critical need. Atom-interferometric inertial sensors have demonstrated...",Frequency stabilized lasers are at the heart of atomic sensors and their robust operation will be required for any future NASA mission that relies upon an atomic sensor. Atom interferometric sensors can be configured ...,3,5,2,Mid,train
102431,Cold Atom Source System,Small Business Innovation Research/Small Business Tech Transfer,,"ColdQuanta's goal is to deliver a Cold Atom Source System (CASS), the critical core of next generation quantum-enabled technologies. Nearly all cold atom sources employ same few building blocks: an ultrahigh vacuum (UHV) chamber with sufficient optical access for laser cooling, a laser system to deliver the appropri...",NASA has stated 2018 strategic goals at JPL and the Langley Research Center in advanced senor systems that will be enabled by the CASS platform. Ames Research Center strategic goal in quantum computing can also levera...,5,6,1,Mid,train
92301,Cold-Lightweight Imagers for Europa (C-LIFE),Concepts for Ocean Worlds Life Detection Technology,TX08.1.1 Detectors and Focal Planes,"Europa and other Ocean Worlds may possess extant life; sending a lander has become a high priority. Several types of imaging are needed to advance the science and operations. Cold-Lightweight Imagers for Europa (C-LIFE), is an instrument suite containing a stereoscopic color imager (SI) and a uniocular microscopic p...",C-LIFE is an imaging system capable of operating on ocean world surfaces and is especially relevant to the upcoming (but still unfunded) Europa Lander. In this COLDTech effort we qualify detectors and micropolarizer a...,3,6,3,Mid,train
116288,Cold Operable Lunar Deployable Arm,Game Changing Development,TX04.3.1 Dexterous Manipulation,"The Cold Operable Lunar Deployable Arm (COLDArm) will significantly improve the utility of robotic arms for lunar landers. The arm will enable manipulation capabilities in very low temperatures, including during the lunar night, when temperatures can drop below 100 Kelvin.This project will design, build, and demonst...","This project will design, build, and demonstrate a Cold Operable Lunar Deployable Arm (COLDArm). This effort will infuse Bulk Metallic Glass (BMG) planetary gearboxes, BMG harmonic gears, and cold motor controllers in...",3,6,3,Mid,test
91669,"Cold Plasma Cleaning and Disinfection of Produce and Surfaces, Year 1",Center Innovation Fund: KSC CIF,,"Currently there is no on-station capability for disinfecting pick and eat crops, food utensils and production areas, or medical devices. This deficit is extended to projected long duration missions. Cold plasma (CP) cleaning is a dry, non-thermal process, which can provide broad spectrum antimicrobial activity yet c...","Currently there is no on-station capability for disinfecting pick and eat crops, food utensils and production areas, or medical devices. This deficit is extended to projected long duration missions. Small, portable, c...",2,4,2,Mid,train
146054,"Cold Plasma Cleaning and Disinfection of Produce and Surfaces, Year 2",Center Innovation Fund: KSC CIF,,"Currently there is no on-station capability for disinfecting pick and eat crops, food utensils and production areas, or medical devices. This deficit is extended to projected long duration missions. Small, portable, cold plasma devices would provide an enhanced benefit to crew health and address issues concerning mi...","Currently there is no on-station capability for disinfecting pick and eat crops, food utensils and production areas, or medical devices. This deficit is extended to projected long duration missions. Small, portable, c...",2,3,1,Low,test
158014,Cold Plasma Sterilization for Contamination Control,Small Business Innovation Research/Small Business Tech Transfer,TX07.3.5 Planetary Protection,"This proposal offers a novel method to sterilize sensitive materials, electronics, and instruments using a Radio Frequency (RF) induced plasma. This approach does not use steam, high pressure, or harsh chemicals which are not compatible with sensitive materials and electronics. The technology will be used to sterili...",Conventional equipment disinfection processes use harsh liquid disinfectants or high temperature/wet processes such as steam autoclaving or plasmas combined with chemical additives such as hydrogen peroxide. These pro...,3,5,2,Mid,valid
113134,Cold Spray Low-Friction Composite Metal-Solid Lubricant Coatings,Small Business Innovation Research/Small Business Tech Transfer,TX12.1.5 Coatings,"In Phase II, Applied Tungstenite will further explore the cold spray deposition settings and coating compositions to develop a set of coatings that are ready for providing to our customers. In addition to further refining coatings based on the metals studied in Phase I, Applied Tungstenite will expand the trade spac...","Formulated for abrasive harsh vacuum environments the potential NASA applications for the Composite WS2 Lubricant are: control mechanisms, engine nozzle gimbals, rocket structural components to reduce torque and faste...",3,5,2,Mid,train
92283,Cold Survivable Distributed Motor Controller (CSDMC),Concepts for Ocean Worlds Life Detection Technology,TX04.3.1 Dexterous Manipulation,"Landed payload mass of ocean world missions typically requires a spacecraft launch mass of 7-10x the landed mass due to the required propellant to get the payload to the surface. We will decrease this landed mass by developing a distributed electronics architecture, which places control and power electronics near or...",We are providing the key technologies for a distributed motor control system for future missions to icy worlds such as Europa Lander. This technology will reduce the mass of actuator controllers and associated cabling...,4,5,1,Mid,train
118500,Cold-Tolerant Electronics and Packaging for Lunar Surface Exploration,Space Technology Research Grants,TX03.3.4 Advanced Electronic Parts,Cold-Tolerant Electronics and Packaging for Lunar Surface Exploration (CTE-PLuS) will lay the foundations for high-performance electronics for future lunar exploration missions. Cold and shadowed regions on the Moon likely contain valuable resources for lunar surface missions. The lunar surface is a challenging envi...,nan,3,5,2,Mid,train
9911,Cold Weather Technology Development for Low Altitude Ultra-Long Endurance Applications,Small Business Innovation Research/Small Business Tech Transfer,TX13.4.1 Mission Planning,"Currently, wide area coverage with manned aircraft, or existing unmanned air systems, requires expensive logistical operations and many flight sorties, which are made especially difficult if operating from remote airfields in inhospitable climates. There is currently a need for a low-altitude long endurance unmanned...","Low altitude ultra-long endurance aerial capability has broad applications outside of NASA, including other environmental research organizations and government agencies, as well as for maritime surveillance, distant s...",4,6,2,Mid,train
9839,Cold Weather Technology Development for Low Altitude Ultra-Long Endurance Applications,Small Business Innovation Research/Small Business Tech Transfer,TX13.4.1 Mission Planning,"Currently, wide area coverage with manned aircraft, or existing UAS, requires expensive logistical operations and many flight sorties, which are made especially difficult if operating from remote airfields in inhospitable climates. There is currently a need for a low-altitude long endurance unmanned aircraft that ca...","Low altitude ultra-long endurance aerial capability has broad applications outside of NASA, including other environmental research organizations and government agencies, as well as for maritime surveillance, distant s...",3,4,1,Mid,valid
102585,Collaborative and Rapid Engineering System-modeling Toolkit (CREST),Small Business Innovation Research/Small Business Tech Transfer,TX11.2.2 Integrated Hardware and Software Modeling,"For engineers in need of performance models for complex systems, Collaborative and Rapid Engineering System-modeling Toolkit (CREST) is an innovative modeling and simulation tool that enables optimization and uncertainty quantification of physics based, multi-disciplinary computational models which will empower more...",NASA's ability to make engineering breakthroughs can be limited by the ability to transform data into scientific and engineering knowledge through sophisticated means. CREST meets this need by providing a toolkit that...,2,6,4,Mid,train
90799,Collaborative Assistive Tool To Enable Novel Solutions (CATTENS) Enhanced Model-Based Systems Engineering (MBSE),Center Independent Research & Development: GSFC IRAD,TX11.4.4 Collaborative Science and Engineering,"CATTENS is a software application that is being developed to provide capabilities for Model-Based Engineering (MBE) and Model-Based Systems Engineering (MBSE). The primary goal of CATTENS is to support early mission concept development in the Goddard Mission Design Lab (MDL), a collaborative engineering environment ...",A fully integrated MBSE toolkit for CubeSat missions and other small projects. Accelerated development and more comprehensive analysis of early mission concepts. A Model-Based Engineering (MBE) infrastructure for inte...,1,8,7,High,valid
88514,Collaborative Augmented Reality with Hands‐Free Gesture Control for Remote Astronaut Training and Mentoring,Space Technology Research Grants,TX07.3.3 Training,"Augmented Reality (AR), where 3D and 2D images are overlaid on a user's natural field of view like a heads up display, is being developed for use in manned space applications. In the past 2 years, NASA, through AR-eProc, and the European Space Agency, through MARSOP, have demonstrated the potential of AR to improve ...",The potential for augmented reality control in EVA applications opens future development in augmented reality communication with autonomous systems. This research by its remote collaborative nature can provide tools t...,2,3,1,Low,valid
95607,Collaborative Manipulation for Space Exploration and Construction,Space Technology Research Grants,TX04.4.2 Distributed Collaboration and Coordination,"Collaborative robotic manipulation has the potential to be a transformative technology for space exploration. Enabling teams of robots to manipulate a common load is a key step toward on-orbit construction, construction in situ on planets and other celestial bodies, and enabling humans and robots to move loads toget...","This research represents an important step toward enabling robotic construction and manipulation in space. These technologies can serve to enable fabrication of habitats in orbit and on celestial bodies for humans, or...",2,3,1,Low,train
95677,"Collaborative Mixed-Reality Engineering Tool, Year 3 (MRET)",Center Innovation Fund: GSFC CIF,TX11.3.4 Simulation-Based Training and Decision Support Systems,"This proposal builds upon and completes last year's successful Center Innovation Fund (CIF) proposal, Engineering Concept Design & Assembly in VR (now called the Mixed-Reality Engineering Toolkit (MRET)), to create a cutting edge, inter-center collaborative engineering tool in VR for NASA domains. Additionally, it w...","VR/AR has generated enormous interest across industry, academia, and NASA. Yet its potential for NASA applications has yet to be fully realized. Engineers and scientists are very excited about this potential to change...",5,6,1,Mid,train
154550,Collaborative Multidimensional Trade Space Analysis Capability,Small Business Innovation Research/Small Business Tech Transfer,TX11.4.4 Collaborative Science and Engineering,"The Collaborative Tradespace Capability (CTC) prototype proposed by the SSI team is designed to address critical areas of interest to NASA, such as improving model interoperability, managing varying levels of fidelity/uncertainty, and rapidly and iteratively operating across a distributed collaborative environment t...",The proposed Collaborative Multidimensional Trade Space Analysis Capability is a Digital Engineering (DE) capability enabling NASA to gain deeper insights into the value of system concepts and identify which technolog...,3,6,3,Mid,valid
102056,Collaborative Multi-Fidelity Modeling and Architecture for Complex Systems Engineering,Small Business Innovation Research/Small Business Tech Transfer,TX11.3.3 Model-Based Systems Engineering,"SynaptiCAD, in a NASA SBIR which ended in 2015 (contract NNX15CP26P), created a software environment which facilitated the creation of engineering models, subsystems which use those models, and integration of the subsystems into a coherent system model which could then be executed using a time & event simulator base...","Complex design projects will benefit across the spectrum of NASA Science, Space Technology, Human Exploration and Operations, and Aeronautics. Future missions such as LUVOIR, HabEx and Lynx would especially benefit. T...",3,5,2,Mid,train
113135,Collaborative Sensing and Mapping for IVA Robots,Small Business Innovation Research/Small Business Tech Transfer,TX04.2.6 Collaborative Mobility,"Metis Technology Solutions proposes a collaborative sensing and environmental modeling approach for IVA robots such as Astrobee and Robonaut 2. IVA robots are intended to autonomously manage habitats and spacecraft, such as Gateway. To do this effectively, IVA robots must be able to collect, fuse, and share informat...",The system can be directly utilized by Astrobee to overcome an operational limitation and demonstrate collaborative sensing and modeling using multiple Astrobee robots or a combination of Astrobee robots and Robonaut ...,1,3,2,Low,train
125456,Collaborative Sensing and Mapping for IVA Robots,Small Business Innovation Research/Small Business Tech Transfer,TX04.1.3 Onboard Mapping and Data Analysis,"Metis Technology Solutions proposes to further mature its online, bi-directional, and robust collaborative SLAM and sensor co-registration technology known as Astrobee Localization and Collaborative Multi-layered Mapping (A-LCMM). The technology allows any Intra-Vehicular Activity (IVA) robot to collect data about i...","Current IVA robot programs such as Astrobee have the potential to directly benefit from this technology. IVA robots must be able to perform autonomous state assessment activities such as surveillance, reconnaissance, ...",3,6,3,Mid,test
94528,Collaborative Trajectory Options Planning for the Flight Deck,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.1 Integrated Systems and Ancillary Technologies,"We develop Flight Deck (FD) and Airline Operational Control (AOC) Decision Support Tools (DSTs) for strategic guidance to pilots for mitigating encounters with en route weather hazards. Implemented on either Commercial Off-The-Shelf (COTS) Electronic Flight Bags (EFBs) or Personal Electronic Devices (PEDs), the syst...",We are working towards a solution that exploits the emerging EFBs and PEDs that are allowing for tactical weather avoidance maneuvering to be analyzed by the FD in 5 min to 20 min ahead of an en route flight. To this ...,1,3,2,Low,train
11850,Collaborative Workbench to Accelerate Science Algorithm Development,Earth Science,TX11.4.4 Collaborative Science and Engineering,"Support the vision of Earth Science research as a community enterprise and provide building blocks for the Earth Science Collaboratory. Leverage the evolving technology landscape to design an architecture for scalable collaboration Collaborations can scale from individuals sharing science resources, to sharing withi...",Cross-cutting,2,5,3,Mid,valid
9097,COLLADA Computing for Geophysical Applications,Small Business Innovation Research/Small Business Tech Transfer,TX11.4.2 Intelligent Data Understanding,"The COLLADATM open industry XML standard for 3D Graphics Exchange is applied for representation, combination and analysis of geophysical information from disparate sources in 4-Dimensions. COLLADA Computing provides a common linear framework for representing and associating COLLADA spatial-temporal objects from the ...","For applications using Google Earth, the planned COLLADA Computing modules are independent of the Google API and therefore are not subject to license restrictions imposed by Google. Similarly, a COLLADA Computing engi...",1,3,2,Low,valid
10638,"Collapsible Space Telescope (CST) for Nanosatellite Imaging and Observation, Year 1",Center Innovation Fund: ARC CIF,,This project furthers the development of innovative deployable aperture technologies meant for integration within 6U nanosatellites. Prior work developed the concept for a Collapsible Space Telescope. This work included a design of a deployment structure for a 152.4mm aperture f/8 RC telescope and the construction o...,"Any missions that will need a section for small spacecraft technologies, and also any missions that include telescopes as their main payload.",2,4,2,Mid,train
146097,"Collapsible Space Telescope (CST) for Nanosatellite Imaging and Observation, Year 2",Center Innovation Fund: ARC CIF,,This project furthers the development of innovative deployable aperture technologies meant for integration within 6U nanosatellites. Prior work developed the concept for a Collapsible Space Telescope. This work included a design of a deployment structure for a 152.4mm aperture f/8 RC telescope and the construction o...,nan,2,4,2,Mid,train
91327,Collection of Regolith Experiment (CORE) on a Commercial Suborbital Vehicle,Flight Opportunities,TX07.1.1 Destination Resource Exploration,"Missions to asteroids pose technical challenges unlike those to larger bodies. Dusty regolith under extreme low gravity creates conditions where contact with the surface by manned or unmanned missions stir up dust that may hamper the mission objectives. Also, regolith collection for the purpose of sample return or i...","Testing the dusty regolith retrieval mechanism technology in microgravity conditions will benefit future, but currently unplanned NASA missions, especially those to asteroids.",4,6,2,Mid,test
93412,Collective Inference based Data Analytics System for Post Operations Analysis,Small Business Innovation Research/Small Business Tech Transfer,TX01.1.3 Cryogenic Propulsion,"Current-day capabilities for performing post operations analysis (POA) of air traffic operations at airports, airlines and FAA facilities are mostly limited to creating reporting type of analysis results which compare mean values of key performance indicators against the respective expected nominal levels (e.g., ave...","The proposed innovation, CIDAS-P, is applicable to NASA research in the areas of Trajectory Based Operations (TBO) and Airspace Technology Demonstrations (ATD). It provides a tool for evaluating performance of airport...",2,4,2,Mid,train
101847,Collective Inference Based Data Analytics System for Post Operations Analysis Phase II,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.1 Integrated Systems and Ancillary Technologies,"This SBIR research provides a significant improvement over current-day post operations analysis (POA) with significant commercialization potential. In Phase I, ATAC developed a machine learning based aviation POA decision support tool (DST), which improves the state of the art of today's airline, airport and FAA POA...","The CIDAS-P technology has application across multiple NASA projects. CIDAS-P's automated, results-oriented post operations analysis (POA) complements ongoing ATD-2 CLT operations analysis efforts. Phase II continuous...",4,6,2,Mid,train
102586,Collective Inference Based Data Analytics System for Post Operations Analysis Phase II,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.1 Integrated Systems and Ancillary Technologies,"This SBIR research provides a significant improvement over current-day post operations analysis (POA) methods and operational shortfalls identification techniques with significant commercialization potential. In Phase I, ATAC developed a machine learning based aviation POA decision support tool (DST) for providing a...","ATD-2: CIDAS-P collective inference based ops analysis complements ATD-2 CLT operations analysis, continuous monitoring of operations supports Strategic Scheduler development ATD-3: Collective inference analysis on we...",4,6,2,Mid,valid
93911,Collective Robotic Assembly of Discrete Lattice Elements,Center Innovation Fund: ARC CIF,TX07.2.4 Microgravity Construction and Assembly,CRADLE seeks to address this need through a novel application of an integrated robot-structure-material system based on discrete lattice construction using task specific robots. Bolting mechanisms from SOA platforms will be modified to fit mobile robot. Lattice element/hardware pickup station and/or mobile cassettes...,"This work relates to Agency Initiatives as follows: Aeronautics: robotic assembly, inspection, repair, and maintenance of discrete lattice structures for aircraft systems such as lighter-than-air airships or long-dura...",3,4,1,Mid,test
95683,Collector Contamination Requirements for Life Detection in Enceladus' Icy Plumes,Center Innovation Fund: ARC CIF,,"The approach is to determine requirements for contamination levels on the collector cone wall, in connection with the effect of incoming ice particle, which, upon collision & shattering, free\npotential contaminants present on the cone wall. The impact of the roughness of the cone's surfaces will be assessed on the ...","In future Enceladus missions, plumes ice particles will need to be collected to determine the presence of life and its ocean habitability. Incoming shattering ice particles on the collector cone wall will be funnelled...",2,3,1,Low,train
90444,Colliding-Jet Fluidic Actuators for Active Flow Control,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.5 Propulsion Flowpath and Interactions,"We propose a novel method of producing sweeping jets using a simplified geometry that is very short in stream-wise length and no feedback channels inside. This rugged design is expected to be more efficient, occupies about 50% less space (and hence less weight) when scaled-up compared to the existing feedback-oscill...","The proposed actuators have potential for Active Flow control, mixing of fluids, Jet Noise control in NASA's aerodynamic applications. The proposed actuators have application in the flow physics and flow control, appl...",1,3,2,Low,train
33571,Collision-avoidance radar for small UAS,Small Business Innovation Research/Small Business Tech Transfer,TX10.1.1 Sensing and Perception for Autonomous Systems,"In the near future unmanned aircraft systems (UAS) will be utilized for many societal and commercial applications. However, the hurdle of operation safety in the form of avoiding airborne collisions must first be overcome. Radar is ideally suited for this purpose due to their all weather capability to provide accura...",NASA currently has multiple UAS applications/technology development programs which could benefit from the proposed situation awareness radar system. NASA's Autonomous Robust Avionics (AuRA) would benefit from the rada...,2,4,2,Mid,train
89618,Collision-Avoidance Radar for Small UAS,Small Business Innovation Research/Small Business Tech Transfer,TX10.1.1 Sensing and Perception for Autonomous Systems,"In the near future unmanned aircraft systems (UAS) will be utilized for many societal and commercial applications. However, the hurdle of operation safety in the form of avoiding airborne collisions must first be overcome. UAVradars LLC is proposing a small, lightweight, and low-power radar system designed specifica...",NASA currently has multiple UAS applications/technology development programs which could benefit from the proposed situation awareness radar system. The Phase II miniature radar system will allow NASA pilots to operat...,4,7,3,High,valid
91331,Collisions Into Dust Experiment on a Commercial Suborbital Vehicle,Flight Opportunities,TX07.2.5 Particulate Contamination Prevention and Mitigation,"Understanding the behavior of fine particles in dusty environments in response to human and robotic activities is crucial to the success of exploration missions to the Moon, Mars, and especially to small bodies such as asteroids with negligible surface gravity. We propose to perform a low-energy impact experiment to...","The experiments using this technology will simulate the kinds of disturbances to dusty planetary regolith that accompany both manned and unmanned exploration, which will eventually enable an optimized design of hardwa...",6,8,2,High,test
102587,Colloids Commercial Microgravity Research Facility,Small Business Innovation Research/Small Business Tech Transfer,TX12.1.7 Special Materials,"Techshot is proposing to develop its ADvanced Space Experiment Processor (ADSEP)-2 payload along with a Colloids Cassette to research the structure and behavior of colloids for advanced commercial product development. Colloids can be defined as fluids with other particles dispersed in them, particularly particles of...",nan,5,8,3,High,train
112922,Co-Localization for Planetary Rover Teams,Small Business Innovation Research/Small Business Tech Transfer,TX04.1.2 State Estimation,"This project is developing, testing, and integrating hardware systems and software techniques to enable the co-localization of teams of rovers, specifically targeting small-scale, low size, weight, and power rovers. Utilizing inertial measurement units (IMU), ultra-wideband (UWB) ranging radio, and a model-based app...","NASA CLPS payloads will become increasingly ambitious and complex in future missions, and as such, will depend more on co-localization technology. Such technology could also enable missions in undiscovered areas of ou...",3,5,2,Mid,train
93413,Color-XHDR - A Compact High-Speed Color Extreme High Dynamic Range Video Capability for Rocket Engine Testing,Small Business Innovation Research/Small Business Tech Transfer,"TX13.4.5 Operations, Health, and Maintenance for Ground and Surface Systems","Innovative Imaging and Research proposes to develop a 21st Century color, high-speed extreme high dynamic range (Color-XHDR) video recording technology that will produce engineering-grade video to accurately document rocket motor firings at close range within a test cell without image saturation. This novel imaging ...","Compact, color, high-speed extreme high dynamic range (Color-XHDR) video recording that can produce engineering-grade video to accurately record high energy events, such as rocket motor firings, at close range, withou...",4,7,3,High,train
89582,Color-XHDR - A Compact High-Speed Color Extreme High Dynamic Range Video Capability for Rocket Engine Testing,Small Business Innovation Research/Small Business Tech Transfer,TX13.1.5 Ground and Surface Logistics,"Innovative Imaging and Research (I2R) proposes to develop a 21st Century high-speed, color extreme high dynamic range (Color-XHDR) video recording system that will produce calibrated, engineering-grade video to accurately document rocket motor firings, at close range within a test cell, without image saturation. Thi...","Compact, color, high-speed, extreme high dynamic range (Color-XHDR) video recording that can produce calibrated, engineering-grade video to accurately record high energy events, such as rocket motor firings, at close ...",2,4,2,Mid,train
10420,Colosed-Loop Control of the Thermal Stir Welding Process to Enable Rapid Process/Ppart Qualification,Small Business Innovation Research/Small Business Tech Transfer,TX12.4.2 Digital Transformation Technologies for Manufacturing,"Thermal Stir Welding (TSW) provides advancement over the more conventional Friction Stir Welding (C-FSW) process because it separates the primary processes variables thereby allowing independent control of metal stirring and forging from the stir zone temperature. However, the feedback for precise control of the sti...",The proposed technology will enable the creation of processing maps to characterize the solid-state joining of metals by thermal stir welding. The closed-loop temperature control system (applicable to other types of s...,2,3,1,Low,train
113136,Combinatorial Screening for Advanced Scintillation Detectors,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.1 Detectors and Focal Planes,"The modern detectors for X-ray, Gamma ray, and other high energy particles in space require advanced scintillator sensor with combination of superior luminosity, high material density, high speed with low latency, fine energy resolution, long radiation hardness and lifetime. Unfortunately, none of the existing singl...","Scintillator based high energy X-ray and Gamma Ray detectors are finding increasing applications in Astrophysics, Earth Science, Heliophysics, and Planetary Science. Scintillators are the ""eyes"" of the high energy pho...",2,6,4,Mid,train
94823,"Combined artificial star, temperature lidar and magnetometer",Center Independent Research & Development: GSFC IRAD,TX08.1.5 Lasers,"The objective of the project is to develop and field a combined artificial star, temperature lidar and magnetometer system. The goal is make a prototype of a low-cost portable system. This is both a mission concept maturation and technology maturation for risk reduction. The time horizon for getting mission/customer...","The ""payoff"" - 1) a transportable communication/science ground facility 2) groundwork for spaceflight missions - is to both GSFC science and engineering and to the US Air Force. The application areas that benefit are:...",2,4,2,Mid,train
95609,"Combined artificial star, temperature lidar and magnetometer",Center Innovation Fund: GSFC CIF,TX08.1.5 Lasers,"This CIF will develop the technology for a combined artificial guide-star, magnetometer, and lidar using Earth's mesospheric sodium vapor response. GSFC's new, highly innovative, patent-pending, pulsed Raman laser will be used for this system. Additionally, the PI will leverage GSFC's new laser ground station facili...","Communication from the ground to/from spacecraft remains a key element of virtually all NASA missions. Advances in reliability, accessability, and utility are always desired. Ground based portability, combined with mu...",2,4,2,Mid,train
94239,Combined Cycle Mode Transition,Advanced Air Vehicles Program,TX01.3.2 Turbine-Based Combined Cycle,The Combined Cycle Mode Transition challenge demonstrates autonomous control and establishes performance/operability assessment methodologies for future reusable hypersonic propulsion systems that use turbine engines at slow speeds while transitioning to scramjets for high-speed operations. This challenge addresses ...,"Besides significantly reducing the risk of mode transition of a Turbine-Based Combined Cycle (TBCC) propulsion system for a potential flight demonstration, HTP will added to the research area as follows: 1) Mode Trans...",3,5,2,Mid,valid
117014,Combined Heat Shield and Solar Thermal Propulsion System for an Oberth Maneuver,NASA Innovative Advanced Concepts,TX01.4.4 Solar Thermal Propulsion,Central Objective: We are proposing a combined heat shield and solar thermal propulsion system to perform a solar Oberth maneuver in order to achieve the highest possible escape velocity from the solar system for missions to Kuiper Belt Objects or interstellar space. Our team has designed and built working solar the...,"To make exploration of interstellar space a practical reality, it would be necessary to travel nearly 6x faster than any man-made object has traveled before. This will not be possible through incremental improvements ...",2,3,1,Low,train
154625,"Combined High-Speed, Thermal, and Event Camera Imaging Sensor for Plume-Surface Interactions",Small Business Innovation Research/Small Business Tech Transfer,TX09.4.5 Integrated Modeling and Simulation for EDL,"The Plume-Surface Interaction Combined Hot-fire Imaging Camera (PSICHIC) is a novel imaging sensor that will advance the state of plume-surface interaction (PSI) observation by combining the capabilities of a high-speed camera, a thermal camera, and an event camera into a single, compact system designed to be used i...","PSICHIC would greatly enhance NASA's ability to observe and collect data from terrestrial PSI tests and use that data to model plume-surface interactions on the Moon and other celestial bodies. In particular, PSICHIC'...",1,4,3,Mid,train
10472,Combined HSRL and Optical Autocovarience Wind Lidar Demonstration,Advanced Component Technology Program,TX08.1.5 Lasers,"Global observations of atmospheric aerosol scattering and extinction profiles are needed to directly support several Decadal survey missions (e.g. ACE, GACM). Precision passive measurements of atmospheric trace gasses and ocean color require calibrated aerosol profile measurements to perform aerosol scattering calib...",nan,2,4,2,Mid,test
125457,Combined Machine and Converter Architecture for Megawatt EMI Control and Weight Savings,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.9 Hybrid Electric Systems,"Commercial aviation is a marvel of the modern world, connecting our society in ways that were unfathomable just over one century ago. Currently, the industry relies on fossil fuels for the energy required to fuel these aircraft. Commercial-scale electrification of aircraft propulsion systems promises a bright future...",The proposed technology applies to megawatt scale Electric Aircraft Propulsion (EAP) systems. The proposed technology may also be applied to non-aerospace electric propulsion systems such as those utilized in locomoti...,2,4,2,Mid,train
