event_id,project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl_label_source,target_label,alg1_full_fusion_pred,alg1_full_fusion_confidence,alg2_no_start_pseudo_start_pred,alg2_no_start_pseudo_start_confidence,alg3_rubric_explainable_pred,alg3_rubric_explainable_confidence,alg4_gridsearched_svc_retrieval_pred,alg4_gridsearched_svc_retrieval_confidence,source,deployment_safe_best_by_accuracy,deployment_safe_best_by_macro_f1,upper_bound_with_start_trl
RAW-TEST-0214,10634,A Synthetic Biology Tool Kit for Manned Missions Outside Low Earth Orbit,Center Innovation Fund: ARC CIF,TX06.3.7 Transformative Health and Performance Concepts,"Our goal is to make human missions outside low earth orbit safer and better able to handle the unexpected through the use of synthetic biology as an enabling technology. Our strategy is to develop a ""synthetic biology kit"" that will allow astronauts, follow...","Any missions that would like to study synthetic biology for long-duration missions, including lunar and to Mars, would be good candidates for this technology.",1,3,Low,Low,0.8549,Low,0.7765,Low,0.8524,Low,0.6511,raw_excel_test_split,Low,Low,Low
RAW-TEST-0215,10641,A Framework for telerobotics across the time delays of space,Center Innovation Fund: ARC CIF,TX04.4.3 Remote Interaction,The proposal will develop a novel intelligent time-delay mitigation framework to be used in bilateral space telerobotics. This framework will consist of master (human) and slave (remote site robot) controllers and adaptive predictors developed for operation...,nan,2,3,Low,Low,0.503,Low,0.48,Low,0.7365,Mid,0.6285,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0216,10676,"Next-Generation Electronic Systems for Innovative New Space Technologies and for the Nation's Science, Exploration an...",Space Technology Research Grants,TX12.1.7 Special Materials,"In this study, the applicant (Ms Jaemi Herzberger) will focus on identifying the reliability challenges in long-life electronic systems that have to endure sustained exposure to environmental and operational stresses such as temperature, humidity and power....",This project focuses on identifying the reliability challenges in long-life electronic systems that have to endure sustained exposure to environmental and operational stresses s...,2,3,Low,Low,0.9385,Low,0.8882,Low,0.7871,Low,0.8378,raw_excel_test_split,Low,Low,Low
RAW-TEST-0217,10694,"Light weight Telescope Systems Using Novel Nano-layered Synthesized Material, Year 1",Center Innovation Fund: LaRC CIF,,"Under this project we will design, develop, and fabricate a novel diffractive optical telescope objective. The telescope objective element is based on novel nano-layer synthetic materials. In addition, a telescope for imaging the sun will be developed and t...",This work is crucial for realizing the Digital Twin of structures made of advanced FRP. The Digital Twin represents a paradigm shift in the operation and maintenance of aerospac...,1,3,Low,Low,0.8557,Low,0.729,Low,0.7305,Low,0.6679,raw_excel_test_split,Low,Low,Low
RAW-TEST-0218,10740,Pitch Synchronous Segmentation of Speech Signals,Center Innovation Fund: JSC CIF,TX13.4.2 Team Preparedness and Training,The Pitch Synchronous Segmentation (PSS) that accelerates speech without changing its fundamental frequency method could be applied and evaluated for use at NASA. There are many situations where crew or ground controllers must listen to concurrent speakers....,The Pitch Synchronous Segmentation (PSS) that accelerates speech without changing its fundamental frequency method could be applied and evaluated for use at NASA. There are many...,2,2,Low,Low,0.65,Low,0.4496,Low,0.5611,Low,0.4494,raw_excel_test_split,Low,Low,Low
RAW-TEST-0219,10756,Science Fridge/Freezer,Center Innovation Fund: JSC CIF,TX04.3.2 Grappling Technologies,"Future missions will need compact, efficient refrigeration systems for science as well as other uses. NASA should take advantage of the latest state-of-the-art technology on Earth and leverage that for use in space. Space Shuttle had vapor compression refri...","There is no currently acceptable vapor compression refrigerator-freezer (the mainstay of refrigeration on Earth) for use in space. Utilizing a very small, oil-free compressor th...",3,3,Low,Mid,0.5938,Low,0.4796,Mid,0.5296,Mid,0.5949,raw_excel_test_split,Mid,Low,Mid
RAW-TEST-0220,10779,Optimization of CZT Detectors with Sub-mm Pixel Pitches,Astrophysics Research and Analysis,TX08.1.1 Detectors and Focal Planes,"We propose to develop and optimize 0.5 cm thick Cadmium Zinc Telluride (CZT) detectors with very small pixel pitches, i.e. 350 micron and 600 micron. The proposed innovative R&D program is highly relevant for the EXIST (Energetic X-ray Imaging Survey Telesc...",nan,1,1,Low,Low,0.7069,Low,0.5874,Low,0.9719,Mid,0.5765,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0221,10808,Radiometric Testing of Magnesium Diboride Array (MDA),Center Independent Research & Development: GSFC IRAD,TX08.1.1 Detectors and Focal Planes,"The objective is to develop a 2-Dimensional Far Infra-Red Magnesium Diboride Array (2D FIR MDA) to use in NASA's future planetary exploration instruments. The array will have better signal-to-noise (S/N), almost two orders of magnitude higher sensitivity an...",nan,1,1,Low,Low,0.7563,Low,0.5783,Low,0.6901,Mid,0.5489,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0222,10832,High-contrast Nulling Interferometry Techniques,Astrophysics Research and Analysis,TX08.1.3 Optical Components,"""We are developing rotating-baseline nulling-interferometry techniques and algorithms on the single-aperture Hale and Keck telescopes at near-infrared wavelengths, aimed at the detection of faint emission close to bright stars. Our experiments are aimed at ...",nan,1,1,Low,Low,0.7301,High,0.3521,Mid,0.8664,Mid,0.655,raw_excel_test_split,Mid,High,Low
RAW-TEST-0223,10865,The Development of a Differential Deposition Technique for Figure Correction in Grazing Incidence Optics,Astrophysics Research and Analysis,TX08.2.1 Mirror Systems,We propose the development of a physical-vapor-deposition coating technique to correct residual figure errors in grazing-incidence optics. The process involves selectively depositing a filler material to smooth out the low-to-mid-spatial-frequency errors th...,nan,1,1,Low,Low,0.7449,Low,0.6506,Mid,0.6747,Mid,0.5377,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0224,10886,Emission Line Astronomy - Coronagraphic Tunable Narrow Band Imaging and Integral Field Spectroscopy.,Astrophysics Research and Analysis,TX08.1.1 Detectors and Focal Planes,"We propose to continue our program of emission line astronomy featuring three areas of emphasis: 1) The distribution and nature of high redshift emission line galaxies, using the Lyman alpha and other rest-frame UV lines; and the study of planetary systems ...",nan,1,1,Low,Low,0.707,Mid,0.4687,Mid,0.9551,Mid,0.665,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0225,112809,Plasmon-Plasmon Scattering Digital Logic,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.1 Detectors and Focal Planes,"In this SBIR Phase I project, the principles of a novel (patented) plasmon-plasmon digital logic will be addressed with the goal of proving the concept. The concept has the potential for exhibiting digital logic functions with femto-second switching times a...","1. Transformational Communications Technology. 2. Systems optimized for energy efficiency (information bits per unit energy) 3. Technologies that address flexible, scalable digi...",2,3,Low,Low,0.7125,Low,0.6749,Low,0.9837,Low,0.5238,raw_excel_test_split,Low,Low,Low
RAW-TEST-0226,112822,Under-Rover Ultra-Wide Band Non-Contact Ground Penetrating Radar Antenna,Small Business Innovation Research/Small Business Tech Transfer,"TX08.1.4 Microwave, Millimeter Waves, and Submillimeter Waves","Creating a ground penetrating radar (GPR) antenna for both Earth and planetary science applications requires high efficiency, robust operational frequency, as well as low size, weight, and power (SWaP) features. Furthermore, the value of an antenna that pro...",The success of Phase I research will lead to a novel under-rover ultra-wide band GPR antenna design. Manufacturability will be assessed and real performance will be validated du...,1,2,Low,Low,0.6122,Mid,0.6021,Mid,0.9614,Mid,0.7955,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0227,112855,Hybrid Anode for Electrified Aircraft Propulsion,Small Business Innovation Research/Small Business Tech Transfer,TX03.2.1 Electrochemical Storage: Batteries,"Electrified Aircraft Propulsion (EAP) research is part of NASA effort to improve aircraft fuel efficiency, emissions, and noise levels. New secondary battery chemistries are required to meet the 500 – 700 Wh/kg cell level specific energy needs of UAM, all-e...",Power for NASA X-57 Maxwell Power for NASA N3-X Power for Urban Air Mobility (UAM) vehicles Power for all-electric helicopters Power for all-electric and hybrid regional passeng...,1,3,Low,Low,0.6753,Mid,0.5276,Mid,0.9391,Mid,0.7131,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0228,112944,Gaining Actionable Insights Through Neurocomputational Trajectory Segmentation and Clustering,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.1 Integrated Systems and Ancillary Technologies,"The key innovation of this project is the development of a NEurocomputational Trajectory Segmentation and Clustering (NETS) tool that will apply segmentation, explainable clustering, and unsupervised machine learning algorithms to gain actionable insights f...","Our NETS solution, which involves neurocomputational algorithms and knowledge discovery, can provide complementary functionality to any NAS data analytics suite such as NASA's S...",1,3,Low,Low,0.7193,Low,0.5509,Low,0.9069,Mid,0.549,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0229,113054,Additive Manufacturing of NiTiHfZr SMAs for Improving Propulsion Systems Efficiency,Small Business Innovation Research/Small Business Tech Transfer,TX12.1.2 Computational Materials,"This proposal serves as the feasibility study for the Additive Manufacturing (AM) of shape memory alloys (SMAs) developed by NASA researchers. The work plan is designed in a way to evaluate the technical advantages of the NASA technology toward AM, modify t...","Actuators for deployment mechanism of protective shrouds and seals for booster ring segments of rockets, variable geometry chevrons for jet noise reduction, adaptive components ...",1,3,Low,Low,0.8022,Low,0.5765,Low,0.9155,Low,0.5038,raw_excel_test_split,Low,Low,Low
RAW-TEST-0230,113057,Advanced Climatology Innovations for Space Radiation Environments,Small Business Innovation Research/Small Business Tech Transfer,TX06.5.4 Space Weather Prediction,"The Space Ionizing Radiation Environment and Effects Advanced Climatology (SIRE2-AC) tool will enhance the capabilities of space climatology, system design, and system performance evaluation. The SIRE2 toolkit will be modified to interface with the new iPAT...","When the goals of the Phase I effort are completed, NASA will have access to a tool that can provide enhanced forecasts for any mission to space. The demonstrative version of SI...",2,3,Low,Low,0.4772,High,0.4756,Mid,0.6822,Mid,0.5774,raw_excel_test_split,Mid,High,Low
RAW-TEST-0231,113075,Airborne High-Dynamic Range Anamorphic Hyperspectral Imager,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.1 Detectors and Focal Planes,"A new design for an airborne, high-performance, hyperspectral imager is proposed for measurement of ocean and cloud radiances. Key components of the new design are the use of anamorphic fore-optics to increase the signal and dynamic range as compared to con...",The proposed technology is designed to measure ocean and cloud radiances from air- or ship-based platforms to provide complementary observations to and enable vicarious calibrat...,1,2,Low,Low,0.7376,High,0.3707,Mid,0.461,Mid,0.5269,raw_excel_test_split,Mid,High,Low
RAW-TEST-0232,113143,Compact Integrated Midwave Infrared Spectrometer,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"Mirios proposes to construct a miniaturized (~2.5 cm3), high resolution, mid-wave infrared spectrometer, fully integrated on silicon. Our technology requires no moving parts or free-space optics and enables a >50x reduction in size and weight compared to co...","LIDAR receiver instrumentation deployed on platforms requiring very low size, weight, and power (SWaP): unmanned aerial vehicles, satellites/cubesats, landers, and spacecraft Re...",2,3,Low,Low,0.5224,Mid,0.5462,Mid,0.8644,Mid,0.6863,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0233,113165,Deep Space Navigation of Distributed Small Spacecraft using Variable Celestial Sources,Small Business Innovation Research/Small Business Tech Transfer,TX05.4.2 Revolutionary PNT Technologies,This program will develop an innovative Hybrid Navigation (HYNAV) system using multiple energy band observations of variable celestial sources. The concept creates photon measurements across each source observed in unique energy bands where signals are most...,This HYNAV system will be directly applicable to NASA's distributed small spacecraft missions. The integrated instrument and software processing will enable self-navigation and ...,2,3,Low,Low,0.6231,Low,0.4718,Low,0.6683,Mid,0.6396,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0234,113220,Flexible Gas Barrier to Reduce Hot Gas Ingress at Surface of Hypersonic Inflatable Aerodynamic Decelerator,Small Business Innovation Research/Small Business Tech Transfer,TX09.1.2 Hypersonic Decelerators,HeetShield's objective for this Phase I program is to demonstrate that a Flexible Gas Barrier (FGB) between the outer fabric layers of the Flexible Thermal Protection System (F-TPS) on the Hypersonic Inflatable Atmospheric Decelerator (HIAD) has the potenti...,Improved HIAD technology will increase mission capabilities for Mars and beyond. HIAD is considered a key technology for human rated Mars Entry Descent and Landing (EDL). The ma...,2,3,Low,Low,0.6189,Low,0.502,Low,0.7423,Mid,0.5775,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0235,113281,Incorporating control design for distributed electric propulsion in MDO,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.6 Advanced Atmospheric Flight Vehicles,"NASA is spearheading the efforts on Urban Air Mobility (UAM) and providing impetus to the industry to follow with concepts for the same. Several manufacturers, as well as, NASA, have come up with concepts for UAM aircraft; mostly using Distributed Electric ...","The AAM project at NASA (and UTM as well) will directly benefit from this research, in terms of availing the true benefits of DEP-enabled aircraft. The design tool will help und...",2,3,Low,Mid,0.6922,Mid,0.6556,Mid,0.9147,Mid,0.8076,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0236,113346,Manufacturing and Tooling Optimization for Mirror Quality Assurance of High-Actuator-Count Deformable Mirrors,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.3 Optical Components,This SBIR Phase I project aims to continue the manufacturing optimization of the mirror quality for both of our PZT stack actuator DMs and our next-generation single-crystal PMN-PT stack actuator DMs. With verified DM performance in terms of key performance...,"With both DM and the driver ASIC scalable to 96x96, 128x128 or larger format, the innovation holds promise of filling the NASA Technology Gap (Gap ID: CG-3) on DM and associatin...",2,3,Low,Low,0.5512,Mid,0.4613,Mid,0.7797,Mid,0.7238,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0237,113374,Modeling Sensor Radiance Modifications due to Dust Clouds from Plume Surface Interactions,Small Business Innovation Research/Small Business Tech Transfer,TX09.4.5 Integrated Modeling and Simulation for EDL,"Dust and regolith particles liberated by Plume-Surface Interactions (PSI) during spacecraft propulsive landing on the unprepared regolith of the Moon, Mars, and other destinations result in damaging debris and navigation sensor impairment. Obscuration of la...",Immediate NASA applications include support the broad range of sensor development for Autonomous Landing and Hazard Avoidance sensor development spearheaded by the Safe & Precis...,2,3,Low,Low,0.4896,Mid,0.4658,Mid,0.7215,Mid,0.6979,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0238,113380,Moving Discontinuous Galerkin Solver for Hypersonic Aerothermodynamics,Small Business Innovation Research/Small Business Tech Transfer,TX09.4.5 Integrated Modeling and Simulation for EDL,"Computational modeling of hypersonic flows is now more important than ever with the recent push in hypersonic technologies in NASA and in the defense industry. The state-of-the-art computational fluid dynamic (CFD) capabilities, however, still have many lim...","The proposed solution would directly benefit all of NASA's on-going and upcoming EDL programs by delivering a high-order, robust CFD modeling capability for reentry modeling. Pr...",1,3,Low,Low,0.6722,Mid,0.466,Low,0.8387,Mid,0.6902,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0239,113443,Polymer Composites with Exceptional Atomic Oxygen Resistance for Low Earth Orbit Applications,Small Business Innovation Research/Small Business Tech Transfer,TX12.1.1 Lightweight Structural Materials,The proposed work will develop lightweight multifunctional composites based on novel continuous fiber reinforced fluorinated polybenzoxazine (FPBZ) resin with an ultra-high nanofiller concentration nanocomposite coating. The composites are designed to provi...,The proposed work addresses the need for a lightweight alternative to aluminum in low earth orbit (LEO) applications such as satellites and orbiting spacecraft. A key market dri...,2,3,Low,Low,0.6272,Low,0.3803,Mid,0.7651,Mid,0.6454,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0240,113447,Predictive Thermal Simulation for Laser Powder Bed Fusion,Small Business Innovation Research/Small Business Tech Transfer,TX12.4.2 Digital Transformation Technologies for Manufacturing,The proposed innovation for this work is an efficient simulation software combined with in-situ sensing capability for use with laser powder bed fusion (LPBF) machines to detect defects before initiating the build; thus allowing abatement of the defects bef...,"The proposed simulator in combination with AMSENSE sensing and analytics capabilities will provide a robust prediction and monitoring solution for low volume, highly critical pa...",2,3,Low,Mid,0.5835,Mid,0.4041,High,0.4975,Mid,0.6767,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0241,113471,"RadRISC: A Secure, Resilient RISC-V Processor Infrastructure for Space Operations",Small Business Innovation Research/Small Business Tech Transfer,TX02.1.3 High-Performance Processors,To address the needs of image processing and other data parallel scientific applications TCL proposes RadRISC a scalable architecture composed of simple cores based on the RISC-V ISA with a Single Instruction Multiple Data (SIMD) architecture similar in org...,"In addition to the prescribed in flight system architectures, the proposed approach is applicable to a number of other NASA-associated markets. Our proposed approach can also be...",2,3,Low,Low,0.4828,Mid,0.3767,Mid,0.5893,Mid,0.5819,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0242,113480,Real-time Hazard Detection via Deep Learning,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"On-board hazard detection is critical to the success of landed missions, as available orbiter data does not capture the lunar terrain at a resolution that enables identification of potentially mission-threatening rocks and craters on the centimeter-scale. C...","As landing precision requirements continue to grow with increasingly complex mission scenarios, customers will look to a flexible solution which utilizes as much data as possibl...",2,3,Low,Mid,0.5314,Mid,0.4986,Mid,0.6095,Mid,0.7406,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0243,11473,Development of Corrosion-Resistant Molecular Sieve Inclusion Nanocomposite (MoSIN) Membranes to Recover Water from Ur...,Space Technology Research Grants,TX06.1.2 Water Recovery and Management,"The National Aeronautic and Space Administration (NASA) seeks to dramatically improve state-of-the art systems for water recovery and management for human health and habitation in space flight and travel. In particular, a long-term goal is to increase water...",NASA seeks to dramatically improve state-of-the art systems for water recovery and management for human health and habitation in space flight and travel. This project aims to de...,2,3,Low,Low,0.8586,Low,0.8577,Low,0.5457,Low,0.6882,raw_excel_test_split,Low,Low,Low
RAW-TEST-0244,11480,Self-Repair and Damage Mitigation of Metallic Structures,Space Technology Research Grants,"TX13.1.7 Impact, Damage, and Radiation-Resistant Systems",The ability for a large-scale structure to autonomously mend damage is critical in engineering systems that are difficult or impractical to repair in service. This research program seeks to develop lightweight metallic components with the capability to sens...,"This technology has the potential to significantly reduce cost, space and weight, and with the value-added characteristic of the ability to heal from damage for increased reliab...",2,3,Low,Low,0.8118,Low,0.7945,Mid,0.6847,Low,0.6328,raw_excel_test_split,Low,Low,Low
RAW-TEST-0245,11526,Integrating Two-Dimensional Nanomaterials and Molecular Dielectrics for Radiation-Hard Non-Volatile Memory,Space Technology Research Grants,TX02.1.1 Radiation-Hardened Extreme-Environment Components and Implementations,The space radiation environment presents a significant hazard to the critical electronic components used in a variety of space applications. Many such applications require data storage solutions that provide high storage capacities while abiding strict powe...,"As long-term TID effects are the primary concern in a FG flash memory cell, the incorporation of graphene, MoS(2), and SANDs into a FG flash memory device holds promise for a ra...",2,3,Low,Low,0.91,Low,0.9219,Mid,0.5822,Low,0.814,raw_excel_test_split,Low,Low,Low
RAW-TEST-0246,11527,Experiments on the Combined Effects of Roughness and Momentum Injection on Turbulence over an Ablative Thermal Protec...,Space Technology Research Grants,TX09.1.1 Thermal Protection Systems,"With the retirement of the shuttle program, and the subsequent development of the commercial space industry, research in space technology is experiencing resurgence. Newly designed crew capsules, such as Orion CEV, require the use of Thermal Protection Syst...",The proposed research area accomplishes two objectives: to provide new and relevant data to NASA designers and researchers and to provide invaluable research experience to the s...,2,3,Low,Low,0.9413,Low,0.9068,Low,0.968,Low,0.8558,raw_excel_test_split,Low,Low,Low
RAW-TEST-0247,11545,In Situ Polymerization via Environmentally-Borne Initiation Stimuli,Space Technology Research Grants,TX12.1.1 Lightweight Structural Materials,"The goal of my research is to develop novel polymeric materials that solidify upon exposure to an environmentally-borne initiation stimulus. Specifically, I propose the investigation of novel, in situ polymerizable materials based upon the radical-mediated ...","Subsequently, a self-healing material that is able to flow and polymerize immediately after being punctured, thus sealing a wall defect, will be designed as a unique and robust ...",2,3,Low,Low,0.9496,Low,0.9579,Low,0.993,Low,0.8735,raw_excel_test_split,Low,Low,Low
RAW-TEST-0248,11547,Super Ball Bot - Structures for Planetary Landing and Exploration,NASA Innovative Advanced Concepts,TX04.2.1 Below-Surface Mobility,"We propose to develop a radically different robot based on a ""tensegrity"" built purely upon tensile and compression elements. These robots can be light-weight, absorb strong impacts, are redundant against single-point failures, can recover from different la...",We are developing a radically different robot based on a tensegrity structure and built purely with tensile and compression elements. Such robots can be both a landing and a mob...,1,2,Low,Low,0.9436,Low,0.9029,Low,0.9425,Low,0.7561,raw_excel_test_split,Low,Low,Low
RAW-TEST-0249,11553,NanoTHOR: Low-Cost Launch of Nanosatellites to Deep Space,NASA Innovative Advanced Concepts,TX01.2.2 Electrostatic Propulsion,"The NanoTHOR module will enable multiple nanosatellites carried as secondary payloads on upper stages by scavenging orbital momentum and propellant from the discarded upper stage. To enable frequent, low-cost opportunities to deliver nanosatellites to desti...","By scavenging orbital energy from upper stages without any stored energy or propellant requirements, NanoTHOR permits deep-space nanosat missions to launch on rideshare opportun...",2,3,Low,Low,0.9366,Low,0.9077,Low,0.9458,Low,0.7886,raw_excel_test_split,Low,Low,Low
RAW-TEST-0250,11563,Sample Return Systems for Extreme Environments,NASA Innovative Advanced Concepts,TX08.3.3 Sample Handling,"Since the Apollo era, sample return missions have been primarily limited to asteroid sampling. More comprehensive sampling could yield critical information on the formation of the solar system and the potential of life beyond Earth. Hard landings at hyperve...",In Phase I we were able to demonstrate that sample return missions utilizing high velocity penetrators (0.1- 1 km/s) could provide substantial new capabilities for sample return...,2,3,Low,Low,0.9159,Low,0.8928,Low,0.9533,Low,0.7382,raw_excel_test_split,Low,Low,Low
RAW-TEST-0251,11573,Cavehopping Exploration of Planetary Skylights and Tunnels,NASA Innovative Advanced Concepts,TX04.2.1 Below-Surface Mobility,"The robots that venture into caves must leap, fly, or rappel into voids, traverse rubble, navigate safely in the dark, self-power, and explore autonomously with little or no communication to Earth. Exploiting these features necessitates a ""leap"" of technolo...","Pits and caves are opportunistic study targets for unique origins, geology, and climate that will broadly impact planetary science. Holes on Mars are of particular interest beca...",2,3,Low,Low,0.9252,Low,0.9319,Low,0.916,Low,0.7794,raw_excel_test_split,Low,Low,Low
RAW-TEST-0252,116071,Separated Thinned Array for Sensing of Ice Sheets,Instrument Incubator,TX08.1 Remote Sensing Instruments and Sensors,The key objective of the Separated Thinned Array for Sensing of Ice Sheets (STASIS) concept study is to demonstrate feasibility of a constellation microwave interferometer approach to derive high resolution 3D maps of ice sheet temperature. Ice sheet temper...,Enabling lower cost innovative remote sensing instrument development from concept through breadboard and demonstration,1,2,Low,Low,0.6673,Low,0.5053,Low,0.9794,Mid,0.6819,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0253,116275,Reusable Vehicle Systems Manager,Game Changing Development,,"RVSM provides reusable automated Planners, Schedulers and Diagnostic engines to enable safe and efficient spacecraft operations independent from the ground",nan,3,3,Low,Mid,0.6466,Mid,0.5605,Mid,0.7886,Mid,0.768,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0254,116281,Rotating Detonation Rocket Engine,Game Changing Development,TX01.4.4 Solar Thermal Propulsion,A rotating detonation rocket engine improves performance over a conventional rocket engine by harnessing the increase in pressure provided by detonative combustion for thrust generation. The detonation wave propagates in an annular combustor and runs transv...,"Improved specific impulse and decreased propulsion system length are the primary benefits. Specific impulse benefit can be on the order of 10%, with advanced multi-phase detonat...",3,3,Low,Mid,0.5973,Mid,0.4787,Mid,0.9234,Mid,0.7347,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0255,117016,Cryospheric Rydberg Radar,NASA Innovative Advanced Concepts,TX08.1.1 Detectors and Focal Planes,"Rydberg Radar builds on the disruptive and proven Quantum Rydberg atomic receiver technology to remotely sense key cryospheric science (CS) processes covering dynamics of ice flow, ice-shelf evolution, snow accumulation, and bedrock (including grounding lin...","NASA Surface, Topography, and Vegetation (STV) mission in the 2030's require an effective solution to enabled dynamic radar remote sensing across the entire radio window within ...",2,3,Low,Low,0.8355,Low,0.8531,Mid,0.9449,Low,0.6493,raw_excel_test_split,Low,Low,Low
RAW-TEST-0256,117027,The Spacesuit Digital Thread: 4.0 Manufacture of Custom High Performance Spacesuits for the Exploration of Mars,NASA Innovative Advanced Concepts,TX06.2.1 Pressure Garment,"This proposal seeks to investigate the feasibility of manufacturing ""custom"" cost-effective high performance exploration spacesuits for Mars and beyond utilizing the Digital Thread (DT), which integrates digital analytic components for manufacturing in deve...","The application of DT, a part of the 4.0 Manufacturing revolution will have wide reaching impacts across the Aerospace Industry. An optimum design will lead to reduced energy ex...",2,3,Low,Low,0.9359,Low,0.9292,Mid,0.5782,Low,0.8806,raw_excel_test_split,Low,Low,Low
RAW-TEST-0257,117093,Reliable and Efficient Propulsion Components for UAM,Advanced Air Vehicles Program,TX01.3.8 All-Electric Propulsion,"Because there is a lack of data for propulsion systems and thermal management systems for UAM vehicles, NASA will develop design and test guidelines, acquire data, and explore new concepts that improve propulsion system component reliability by several orde...","This Technical Challenge will benefit UAM vehicle developers, manufacturers and operators and the FAA and DOD. Results of this Technical Challenge will overcome key barriers for...",2,3,Low,Mid,0.4151,Mid,0.3529,Low,0.6994,Mid,0.6214,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0258,117104,"A Complete, Throwable, Lunar Volatiles Sensor",Center Independent Research & Development: GSFC IRAD,TX08 Sensors and Instruments,Understanding the origin and extent of the irregular distribution of near-surface lunar volatiles will require methods that enable consistent access into PSRs as well as distributed sensor networks that sample over many & varied locations. Our team has deve...,"Orbital indicators from neutron, UV, and IR spectroscopy suggest lunar volatiles, including H2O, are heterogeneously distributed within permanently shadowed regions (PSRs). In s...",2,3,Low,Low,0.6579,Low,0.5277,Mid,0.8123,Mid,0.5498,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0259,117113,Metrology for the Development of Segmented X-ray Mirror Assemblies Utilizing Fizeau Interferometric Stitching,Center Independent Research & Development: GSFC IRAD,TX08.2.1 Mirror Systems,The next generation of X-ray astrophysics missions require thousands of precisely and accurately fabricated mirror segments. The foundation of any fabrication process is metrology. We are developing a method of metrology where the mirror segment is measured...,"This will improve optical metrology for optics used in X-ray telescopes, which will provide feedback to further improve our x-ray mirror segment manufacturing, which in turn, im...",3,3,Low,Mid,0.5038,Low,0.6935,Low,0.961,Low,0.5292,raw_excel_test_split,Low,Low,Mid
RAW-TEST-0260,117115,Calibration with Machine Learning,Center Independent Research & Development: GSFC IRAD,"TX11 Software, Modeling, Simulation, and Information Processing",Machine Learning (ML) has become a popular method to do model based computer processing without having to explicitly develop a model. Computer processing can be used for many things including calibration. Aerospace instrument design typically includes detec...,"We believe the results from this work will mostly benefit low Size, Weight, and Power (SWAP) sensors/instruments where multiple instruments are deployed. Not only do we believe ...",1,3,Low,Low,0.7224,Low,0.527,Low,0.5387,Mid,0.565,raw_excel_test_split,Mid,Low,Low
RAW-TEST-0261,117124,A Spectroscopic Navigation Lidar,Center Independent Research & Development: GSFC IRAD,TX08 Sensors and Instruments,We will perform the initial design of a new class of lidar that is designed to enable near- and mid-infrared spectroscopy science science and support navigation of Lunar roving missions under the challenging illumination conditions at the South Pole. Extend...,"This technology is applicable to scenarios in which natural illumination is limited and autonomous roving/hazard avoidance is desired. In addition, spectral discrimination of ta...",2,3,Low,Low,0.5848,Mid,0.4727,Mid,0.7706,Mid,0.6328,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0262,117156,An Assessment of UV Sensor Materials and Architectures for Sensitive UV Spectrometer Production,Center Independent Research & Development: GSFC IRAD,TX08 Sensors and Instruments,"In an effort to mitigate risk, we propose completing an assessment, including modeling, of relevant UV sensor materials and architectures. These materials will be benchmarked against UV enhanced Si for the design and justification of next generation UV spec...",This work will help guide the direction for materials and architecture choice for next generation UV spectrometers. It will assess existing technologies based on a literature as...,1,3,Low,Low,0.7832,Low,0.697,Low,0.818,Low,0.6016,raw_excel_test_split,Low,Low,Low
