project_id,project_title,target_label,predicted_label,confidence,rubric_scores,retrieval_distribution,top_evidence_sentences,missing_high_trl_reason,final_reason
94830,Next Generation Tunable 353/530 nm Fiber Laser formaldehyde (HCHO) and nitrogen dioxide (NO2),Mid,Mid,0.8826111628208587,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","commercialization_context Both HCHO and NO2are primary measurement objectives in existing (OMI, TROPOMI) and upcoming (TEMPO) satellite instruments and need airborne measurements to validate and complement them.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
125664,Multiparameter Laser Absorption Tomography System for High-Speed Flows,Mid,High,0.5304696608257361,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.4}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","commercialization_context The LATV diagnostic can be used to probe internal and external flows of both reacting and non-reacting fluids. | This technological capability is of interest to ISSI's current commercial, research, and military wind tunnel customers. | As such, the diagnostic has a wide range of potential ground and flight test applications.",,"High-TRL deployment or commercialization evidence was strong enough, and retrieval/model signals support a high maturity class."
95566,Revolutionizing Orbit Insertion with Drag-Modulated Plasma Aerocapture,Low,Low,0.9889731350018643,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.8, 'mid': 0.2, 'high': 0.0}","Because of the novel physics of the magnetoshell, feasibility hinges on multiple questions. | Because of the novel physics of the magnetoshell, feasibility hinges on multiple questions. | Additionally, the area over which flow interacts with the plasma is defined by the strength of the magnetic field, so the area can be made larger than that of a mechanically deployed decelerator. | Additionally, the area over which flow interacts with the plasma is defined by the strength of the magnetic field, so the area can be made larger than that of a mechanically deployed decelerator. | commercialization_context At present, NASA is studying several mature aerocapture technologies, the drawbacks of which often dictate excessive constraints on their intended design architectures.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
118297,Remote Autonomous Plant Sensing for Space Exploration Enabled by Wearable Printed Electronics,Low,Mid,0.860158679750951,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}",commercialization_context This project will enable continuous monitoring and early detection of plant responses to environmental stressors and nutrient deficiencies at both the individual plant level and the ensemble level.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
103157,Variable Conductance Cold Plate for Spatial and Temporal Temperature Uniformity,Mid,Mid,0.6545569428655358,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context The potential applications for the proposed cold plate are NASA missions that require spatial and temporal temperature control for improved instrumentation functionality. | During this phase, ACT will investigate application with the growing commercial satellite and spacecraft market. | In Phase I, ACT designed and demonstrated, through simulation and experiment, a prototype cold plate capable of managing heat fluxes up to 5 W/cm2 while maintaining spatial isothermality to within 3 K and temporal isothermality to within 0.05 K/min. | In Phase I, ACT designed and demonstrated, through simulation and experiment, a prototype cold plate capable of managing heat fluxes up to 5 W/cm2 while maintaining spatial isothermality to within 3 K and temporal isothermality to within 0.05 K/min.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
8796,Miniature Intelligent Wireless Fire Detector System,Mid,Mid,0.834855556967955,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.6}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context A large market already exists for photodetectors used in fire detection applications. | IMS leadership in this market will be provided by the reduced costs, high quality and reliability, high sensitivity, and suitability for both industrial and residential applications. | Other industries targeted as having potential interest in the detector are aviation, research laboratories, gas and electronic manufacturers and power generation.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
91543,Reconfiguring Worlds with Simple Actuation via Physics-Based Nonprehensile Actions,Low,Low,0.9892951111481467,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","commercialization_context The algorithms we develop will expand the types of tasks that can be asked of robots, while reducing the need to hard code task specific action sequences.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
9011,Executable SysML Model Development Accelerator for the Constellation Program,Mid,Mid,0.9316318711497137,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","Domain specific executable SysML models could reduce development risks by enabling many alternative operational concepts and designs to be evaluated before significant effort is expended developing poor designs. | commercialization_context The toolset for executable models development that can be customized to different systems will be useful within DoD organizations in which software intensive product lines are common. | In the commercial arena, adopting the same type of approach for software intensive system can be used in a broad range of areas, such as airplane, power plant SCADA systems, and vertical business applications such as Human Resources applications.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
116306,An Integrated Regenerative Fuel Cell System,Mid,Mid,0.8551422563156322,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}",This technology leverages commercial fuel cell components with advanced NASA-developed system concepts. | This technology leverages commercial fuel cell components with advanced NASA-developed system concepts. | This technology leverages commercial fuel cell components with advanced NASA-developed system concepts. | This technology leverages commercial fuel cell components with advanced NASA-developed system concepts.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
89975,"Shear Thickening Fluid Enhanced Textiles for Durable, Puncture- and Cut-Resistant Environmental Protection Garments",Mid,Mid,0.553219346133865,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","This Small Business Technology Transfer Research Phase I proposal will develop and advance the commercialization of STF-ArmorTM nanocomposite materials for use in Environmental Protection Garments (EPG) for long-duration exploration missions, such as the exploration of Mars. | The proposed STTR research leverages the results of NASA-sponsored research conducted at the University of Delaware, combined with a commercialization pathway provided by STF Technologies LLC and our commercialization partners, to develop advanced EPG materials to improve astronaut safety. | The proposed research will advance the commercialization and TRL by optimizing STF materials, treatments and prototype EPG lay-ups to provide enhanced durability, puncture-, cut-, and dust-resistance while simultaneously meeting the requirements for full integration into EPGs and suit systems. | The proposed research will advance the commercialization and TRL by optimizing STF materials, treatments and prototype EPG lay-ups to provide enhanced durability, puncture-, cut-, and dust-resistance while simultaneously meeting the requirements for full integration into EPGs and suit systems.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
158046,Missfit: Statistical Multi-Event Missed-Thrust Optimization for Low-Thrust Trajectories,Mid,Low,0.6538144079414099,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.6, 'mid': 0.4, 'high': 0.0}","The software will be developed in a way to take advantage parallelism and leverage large-scale cloud computing, allowing the user to scale the problem appropriately for the intended mission and available resources. | The software will be developed in a way to take advantage parallelism and leverage large-scale cloud computing, allowing the user to scale the problem appropriately for the intended mission and available resources. | This product is intended for any entity involved in the design of low-thrust trajectories, including the commercial and government sectors. | This product is intended for any entity involved in the design of low-thrust trajectories, including the commercial and government sectors.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
9444,Functionally Graded Polyimide Nanocomposite Foams for Ablative and Inflatable/Flexible/Deplorable Structures,Low,Low,0.9678549108793228,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","In the first phase of this project, we will demonstrate the feasibility of fabricating graded polyimide micro/nanocellular foam structures and characterize their insulation and ablative properties. | In the first phase of this project, we will demonstrate the feasibility of fabricating graded polyimide micro/nanocellular foam structures and characterize their insulation and ablative properties. | Gradient polyimide foam structures with tuned thermal protection properties are unique and not available until now. | Gradient polyimide foam structures with tuned thermal protection properties are unique and not available until now. | Open-celled polyimide foams with large visible uniform pore sizes have been produced commercially, however, graded porous polyimide thin films with density gradient, open or close celled, are rare and pose more technical challenges, but can provide additional unique benefits.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
125590,Integrated Brayton Cryocooler for LOx and LH2 Applications,Mid,Mid,0.91953087850156,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","commercialization_context NASA is in need of affordable and robust cryogenic cooling solutions for use in space applications. | The worldwide market for industrial and commercial cryocoolers is developing based on a need for High-Temperature Superconducting (HTS) cooling needs, superconducting generators for wind turbines being pursued in Europe as one example. | Concepts NREC (CN) is working towards the demonstration of two high-capacity helium-based reverse-Brayton cryocoolers, and plans to leverage these cryocoolers to develop a novel integrated two-stage helium system capable of supporting both oxygen and hydrogen liquefaction needs on the Moon. | Concepts NREC (CN) is working towards the demonstration of two high-capacity helium-based reverse-Brayton cryocoolers, and plans to leverage these cryocoolers to develop a novel integrated two-stage helium system capable of supporting both oxygen and hydrogen liquefaction needs on the Moon. | Concepts NREC (CN) is working towards the demonstration of two high-capacity helium-based reverse-Brayton cryocoolers, and plans to leverage these cryocoolers to develop a novel integrated two-stage helium system capable of supporting both oxygen and hydrogen liquefaction needs on the Moon.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
125826,Windspeed Sensor for Planetary Science Applications,Mid,Mid,0.8930336317367115,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.25, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context A harsh environment sensor that can provide real-time wind speed and direction information has the potential to provide major advancements in planetary science. | Additional potential market areas include marine propulsion, rail locomotives, automotive, oil and gas refining, and government and academic laboratories. | The Phase I effort will focus on heavily leveraging prior harsh environment, in-situ instrumentation development and, with input from current/prior NASA partners, will construct, test, and characterize prototype sensor suites. | The Phase I effort will focus on heavily leveraging prior harsh environment, in-situ instrumentation development and, with input from current/prior NASA partners, will construct, test, and characterize prototype sensor suites. | If successful, Sporian will be well prepared for Phase II efforts focused on producing full demonstration units for application-relevant testing and addressing integration strategies.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
113432,"PERISCOPE - Probe for Exploring Regolith and Ice by Subsurface Classification of Organics, PAHs, and Elements",Mid,Mid,0.982121290057005,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.6, 'mid': 0.4, 'high': 0.0}","In Phase I, we will assemble a breadboard composed of a UV fluorescence imaging spectrometer and a novel downhole optical probe, verify performance by testing on relevant samples, and design a TRL4/5 instrument that will be the baseline entry for Phase II. | In Phase I, we will assemble a breadboard composed of a UV fluorescence imaging spectrometer and a novel downhole optical probe, verify performance by testing on relevant samples, and design a TRL4/5 instrument that will be the baseline entry for Phase II. | commercialization_context PERISCOPE is appropriate for SIMPLEx/Discovery scale missions and any mission whose priority goal is to search for organic matter and potential biosignatures, water in any form, or rare-earth elements, including lunar and icy environment surveying.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
9645,MEMS Skin Friction Sensor,Mid,Mid,0.9008472174317347,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}",The sensor development effort transitions a proof-of-concept device by adding design components to have reduced pressure sensitivity to result in a commercially viable product. | The sensor development effort transitions a proof-of-concept device by adding design components to have reduced pressure sensitivity to result in a commercially viable product. | The sensor development effort transitions a proof-of-concept device by adding design components to have reduced pressure sensitivity to result in a commercially viable product. | The sensor development effort transitions a proof-of-concept device by adding design components to have reduced pressure sensitivity to result in a commercially viable product.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
18380,3D Flash LIDAR EDL Resolution Improvement,High,High,0.6481410462482966,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.4, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 0.6, 'high': 0.4}","commercialization_context This sensor will increase the success of NASA operations such as: - Mars Landed Exploration - Exploration of Moons (ALHAT, Jupiter Icy Moons) - Asteroid and Comet Rendezvous and Sample Return - ISS Rendezvous and Docking (manned & unmanned) - Space Situational Awareness - Extravehicular Robotic Camera - Rock Abundance and Distribution Maps - Topographical Mapping - Rover Mobility and Navigation NASA Langley Research Center has purchased two of ASC's existing FLVC systems for performing laboratory, field, and airborne test and evaluation of this technology for use on the ALHAT program. | Advanced Scientific Concepts, Inc. | Advanced Scientific Concepts, Inc. | A FLC been deployed for EDL helicopter and high altitude fixed wing experiments, and has shown excellent results. | commercialization_context This sensor will increase the success of NASA operations such as: - Mars Landed Exploration - Exploration of Moons (ALHAT, Jupiter Icy Moons) - Asteroid and Comet Rendezvous and Sample Return - ISS Rendezvous and Docking (manned & unmanned) - Space Situational Awareness - Extravehicular Robotic Camera - Rock Abundance and Distribution Maps - Topographical Mapping - Rover Mobility and Navigation NASA Langley Research Center has purchased two of ASC's existing FLVC systems for performing laboratory, field, and airborne test and evaluation of this technology for use on the ALHAT program.",,"High-TRL deployment or commercialization evidence was strong enough, and retrieval/model signals support a high maturity class."
12094,"Location-Aware, Low-Power, Wearable Wireless Sensing for Environmental Monitoring",Mid,Low,0.9419610203945084,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.2, 'prototype_score': 0.5, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","This technology project seeks to develop a prototype of a real-time location system integrated with a CO2 sensor to monitor and correlate space-time-CO2 concentration with physical symptoms and functional evaluations of impairment. | Under the current proposed effort, a breadboard prototype of such a system will be developed. | Although the initial development is oriented to the measurement of CO2, the system concept can easily be adapted to accommodate other types of sensors. | Although the initial effort is targeted to CO2 monitoring, the concept is applicable to other types of sensors. | For the initial effort, existing EV Modular Instrumentation System (MIS) Wireless Sensor Network (WSN) hardware will be leveraged to integrate a low-power CO2 sensor with a commercially available UWB radio system with ranging capability.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
113143,Compact Integrated Midwave Infrared Spectrometer,Low,Mid,0.8643564487832963,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.4, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","In-situ spectroscopy of radiative heating emission for entry, descent, and landing (EDL) sensor suites Scientific: Chemical bond spectroscopy for scientific laboratory and field use Commercial: Environmental analysis Industrial monitoring, including vehicle and factor emissions analysis Water, food, and soil analysis Gas sensing Military: Remote sensing of trace chemicals | commercialization_context LIDAR receiver instrumentation deployed on platforms requiring very low size, weight, and power (SWaP): unmanned aerial vehicles, satellites/cubesats, landers, and spacecraft Remote or in-situ chemical analysis and gas sensing of atmospheric and surface constituents on Earth, comets, and other planetary bodies. | commercialization_context LIDAR receiver instrumentation deployed on platforms requiring very low size, weight, and power (SWaP): unmanned aerial vehicles, satellites/cubesats, landers, and spacecraft Remote or in-situ chemical analysis and gas sensing of atmospheric and surface constituents on Earth, comets, and other planetary bodies. | In-situ spectroscopy of radiative heating emission for entry, descent, and landing (EDL) sensor suites Scientific: Chemical bond spectroscopy for scientific laboratory and field use Commercial: Environmental analysis Industrial monitoring, including vehicle and factor emissions analysis Water, food, and soil analysis Gas sensing Military: Remote sensing of trace chemicals",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
23252,Monitoring and Regulating Teamwork,Mid,Mid,0.7521220320134459,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.4, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","Collaboration and cohesion are critical underpinnings of teamwork. | Research Plan: This research had two key goals: (a) benchmarking variation in team collaboration and team cohesion over LD missions and (b) further developing a monitoring and regulation system to unobtrusively measure team collaboration and cohesion. | Project deliverables: (1) benchmarking data for long duration analog teams in operating in ICE environments, (2) validation evidence to establish proof-of-concept for the monitoring technology and preliminary development of a data fusion model, and (3) a feedback dashboard display to diagnose team functioning based on multimodal monitoring data. | Project deliverables: (1) benchmarking data for long duration analog teams in operating in ICE environments, (2) validation evidence to establish proof-of-concept for the monitoring technology and preliminary development of a data fusion model, and (3) a feedback dashboard display to diagnose team functioning based on multimodal monitoring data. | In prior research we had developed functional prototypes and had initiated a series of basic laboratory validation studies.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
95553,"Move to Talk, Talk to Move: Tightly Integrated Communication and Controls for Coordinated Swarms of Small Spacecraft",Mid,Low,0.6503500913322507,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}",This framework will make it possible for a network of self-organizing small spacecraft to be highly collaborative among themselves for the monitoring of time-varying and/or geographically distributed phenomena. | This framework will make it possible for a network of self-organizing small spacecraft to be highly collaborative among themselves for the monitoring of time-varying and/or geographically distributed phenomena. | commercialization_context This project developed an enabling technology for NASA to effectively deploy swarms of small spacecraft.,,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
95613,"CRATOS II: Modular ISRU Excavation Tools, Year 1",Low,Mid,0.6846499977326446,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","\n\n commercialization_context Goal: To develop tracks, excavator buckets, reactors, and other payloads, which can assemble themselves to perform the ISRU objectives of: Robotic mobility, Regolith acquisition, Transportation, Site preparation, and Waste disposal\nCapability Need/Knowledge Gap: CRATOS II agents will be able to work individually and in a fleet to autonomously excavate and deliver regolith, and will be able to repair themselves through reassembly from available functional subsystems. | \n\n commercialization_context Goal: To develop tracks, excavator buckets, reactors, and other payloads, which can assemble themselves to perform the ISRU objectives of: Robotic mobility, Regolith acquisition, Transportation, Site preparation, and Waste disposal\nCapability Need/Knowledge Gap: CRATOS II agents will be able to work individually and in a fleet to autonomously excavate and deliver regolith, and will be able to repair themselves through reassembly from available functional subsystems.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
14562,Development of Instrumentation for Direct Validation of Regional Carbon Flux Estimates,Mid,High,0.6157875063720895,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.6, 'high': 0.2}","Very little information is available to evaluate global source/sink inversions (e.g., from OCO-2 or the NASA Carbon Monitoring System (CMS)). | Here we plan to build and test the first component in this system, a fast-response CH4 analyzer, which is currently not generally available for use. | We are pursuing three tasks under internal research and development: 1) procure a state-of-the-art, commercial instrument for measuring atmospheric methane (CH4) in situ and modify the analyzer intake flow, temperature, and pressure control systems to achieve sufficiently fast time-response for eddy-covariance flux determination from aircraft; 2) assess the advantages, disadvantages, limitations, and current status of potential greenhouse gas measurement approaches relevant to GSFC development and produce a white paper summary of findings; and 3) write a paper on measurement of GHGs using glint-reflected sunlight and submit it for publication in a refereed journal. | We are pursuing three tasks under internal research and development: 1) procure a state-of-the-art, commercial instrument for measuring atmospheric methane (CH4) in situ and modify the analyzer intake flow, temperature, and pressure control systems to achieve sufficiently fast time-response for eddy-covariance flux determination from aircraft; 2) assess the advantages, disadvantages, limitations, and current status of potential greenhouse gas measurement approaches relevant to GSFC development and produce a white paper summary of findings; and 3) write a paper on measurement of GHGs using glint-reflected sunlight and submit it for publication in a refereed journal.",,"High-TRL deployment or commercialization evidence was strong enough, and retrieval/model signals support a high maturity class."
94650,"LACROSS: Life Analysis, Capture, and Retention on an Orbiting Saturn Spacecraft",Mid,Low,0.8137705043177978,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context LACROSS improves measurement capabilities of hypervelocity particles in Ocean Worlds plumes, comet comas, and upper planetary atmospheres.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
93303,Adapting RNAseq sample preparation for ISS,Low,High,0.6203522680118896,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.4, 'high': 0.2}","The transcriptional sequencing steps can be summarized as follows: 1) RNA Extraction (isolation); 2) RNA conversion to cDNA and amplification of the cDNA (Pre-Amp); 3) Sequencing library preparation (providing genetic molecules of a maximum length of 5,000-8,000 base pairs (bp) and attaching ligation enzymes to the ends of the strands); 4) Sequencing run on the MinION commercialization_context The NRC Decadal Survey on Biological and Physical Sciences in Space has identified the need for in-situ microanalytical technologies - ...reporter-based polymerase chain reaction, high-throughput sequencing as a critical enabling technology for mammalian, microbial and plant research advances. | Analysis capabilities are needed which can be utilized in the microgravity environment to use ISS as the National Lab is it intended for | The transcriptional sequencing steps can be summarized as follows: 1) RNA Extraction (isolation); 2) RNA conversion to cDNA and amplification of the cDNA (Pre-Amp); 3) Sequencing library preparation (providing genetic molecules of a maximum length of 5,000-8,000 base pairs (bp) and attaching ligation enzymes to the ends of the strands); 4) Sequencing run on the MinION commercialization_context The NRC Decadal Survey on Biological and Physical Sciences in Space has identified the need for in-situ microanalytical technologies - ...reporter-based polymerase chain reaction, high-throughput sequencing as a critical enabling technology for mammalian, microbial and plant research advances.",,"High-TRL deployment or commercialization evidence was strong enough, and retrieval/model signals support a high maturity class."
14192,Advanced Manufacturing Technologies (AMT): Additive Manufactured Hot Fire Planning and Testing in GRC Cell 32,Mid,Mid,0.6582580324514236,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}",The design work for these components was completed under the MIP and drawings are already available. | The design work for these components was completed under the MIP and drawings are already available. | commercialization_context Cost Savings •AR demonstrated 70% cost savings for the injector Direct infusion •NASA SMD and DOD use EELVs to launch payloads to orbit •RL-10 is the upper stage engine for the Atlas V and Delta IV •RL10 is the baseline engine for SLS ICPS and SLS 100t dual use upper stage NASA strengthens the partnership with AR and extends NASA influence on RL10 TRL enhancement (3 to 5) Increases NASA knowledge base of RL10 and cultivates experience that can be passed on as RL10 continues to evolve,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
158518,Relative Position Sensing System for Precision Formation Flying Spacecraft,Mid,Low,0.6642589130422576,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}",It is a key enabling technology for Heliophysics MIDEX concept Solar High Angular Resolution Photometric Imager (SHARPI) and decadal class mission concept Coronal Microscale Observer (CMO). | It also enables Astrophysics mission concepts such as Virtual Telescope for X-ray Observations (VTXO) | commercialization_context This technology will enable distributed telescopes with focal lengths far greater than achievable with optical booms.,,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
145984,Boron Nitride Aid for High-Z X-ray Optics and Substrate Enhancements,Mid,Low,0.5295763235513395,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","commercialization_context Future X-ray missions will require literally thousands of curved, segmented glass mirrors, all coated with multiple layers of different materials to help them capture highly energetic X-ray photons.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
125534,HARPOON - High Access Raman Probe with Onboard Optical Numerization,High,Low,0.6481013961037465,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}","commercialization_context This technology can be applied to future NASA missions for planetary explorations of Mars and the Moon for the identification of elements and minerals for in-situ resource utilization. | No more than ever with the uncertainty of REE supplies from Russia in question, the US and particular the BOEM is looking to secure future REE for the production of new green energy. | Design and build the collection assembly for the VIPER Optical Probe Engineering Model suitable for deployment to the ocean floor to look for and map out Rare Earth Elements (REEs) and other elements and minerals. | variable focus lens, filters, mirrors, etc.) with the illumination assembly that enables the Optical Probe Engineering Model to perform rapid focusing and autofocusing to maximize the instrument performance.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
